Year_Month,Card_type,Contract_region,Trip
Jun-2017,School Student,Night Ride 80,3
Jun-2017,Senior/Pensioner,Night Ride 80,309
Jun-2017,Adult,Night Ride 90,5059
Jun-2017,Adult Single Bus Trip 1,Night Ride 90,14
Jun-2017,Adult Single Bus Trip 2,Night Ride 90,28
Jun-2017,Adult Single Bus Trip 3,Night Ride 90,42
Jun-2017,Child/Youth,Night Ride 90,237
Jun-2017,Child/Youth Single Bus Trip 1,Night Ride 90,1
Jun-2017,Child/Youth Single Bus Trip 2,Night Ride 90,1
Jun-2017,Child/Youth Single Bus Trip 3,Night Ride 90,3
Jun-2017,Concession,Night Ride 90,1073
Jun-2017,Senior/Pensioner,Night Ride 90,236
Jun-2017,Adult,Outer Sydney Metro Contract 1,3103
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 1,330
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 1,190
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 1,1203
Jun-2017,Child/Youth,Outer Sydney Metro Contract 1,2457
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 1,568
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 1,46
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 1,334
Jun-2017,Concession,Outer Sydney Metro Contract 1,1113
Jun-2017,Free Travel,Outer Sydney Metro Contract 1,154
Jun-2017,School Student,Outer Sydney Metro Contract 1,45499
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 1,7360
Jun-2017,Adult,Outer Sydney Metro Contract 10,44644
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 10,6785
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 10,5610
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 10,1913
Jun-2017,Child/Youth,Outer Sydney Metro Contract 10,22985
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 10,3550
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 10,1934
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 10,451
Jun-2017,Concession,Outer Sydney Metro Contract 10,14115
Jun-2017,Free Travel,Outer Sydney Metro Contract 10,1131
Jun-2017,School Student,Outer Sydney Metro Contract 10,188145
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 10,103806
Jun-2017,Adult,Outer Sydney Metro Contract 11,604
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 11,49
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 11,59
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 11,17
Jun-2017,Child/Youth,Outer Sydney Metro Contract 11,329
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 11,37
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 11,53
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 11,24
Jun-2017,Concession,Outer Sydney Metro Contract 11,155
Jun-2017,Free Travel,Outer Sydney Metro Contract 11,7
Jun-2017,School Student,Outer Sydney Metro Contract 11,8328
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 11,835
Jun-2017,Adult,Outer Sydney Metro Contract 12,10982
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 12,873
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 12,1042
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 12,431
Jun-2017,Child/Youth,Outer Sydney Metro Contract 12,3157
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 12,164
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 12,206
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 12,121
Jun-2017,Concession,Outer Sydney Metro Contract 12,2613
Jun-2017,Free Travel,Outer Sydney Metro Contract 12,228
Jun-2017,School Student,Outer Sydney Metro Contract 12,18540
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 12,19576
Jun-2017,Adult,Outer Sydney Metro Contract 2,10781
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 2,2407
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 2,1261
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 2,1156
Jun-2017,Child/Youth,Outer Sydney Metro Contract 2,7334
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 2,480
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 2,313
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 2,316
Jun-2017,Concession,Outer Sydney Metro Contract 2,3682
Jun-2017,Free Travel,Outer Sydney Metro Contract 2,429
Jun-2017,School Student,Outer Sydney Metro Contract 2,111170
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 2,28116
Jun-2017,Adult,Outer Sydney Metro Contract 3,5133
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 3,529
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 3,985
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 3,1021
Jun-2017,Child/Youth,Outer Sydney Metro Contract 3,1514
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 3,163
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 3,543
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 3,288
Jun-2017,Concession,Outer Sydney Metro Contract 3,955
Jun-2017,Free Travel,Outer Sydney Metro Contract 3,119
Jun-2017,School Student,Outer Sydney Metro Contract 3,9600
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 3,8506
Jun-2017,Adult,Outer Sydney Metro Contract 4,13671
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 4,1638
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 4,1113
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 4,264
Jun-2017,Child/Youth,Outer Sydney Metro Contract 4,4593
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 4,327
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 4,414
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 4,129
Jun-2017,Concession,Outer Sydney Metro Contract 4,4797
Jun-2017,Free Travel,Outer Sydney Metro Contract 4,274
Jun-2017,School Student,Outer Sydney Metro Contract 4,23864
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 4,25359
Jun-2017,Adult,Outer Sydney Metro Contract 5,100640
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 5,7662
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 5,7090
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 5,1786
Jun-2017,Child/Youth,Outer Sydney Metro Contract 5,21337
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 5,1732
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 5,1783
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 5,634
Jun-2017,Concession,Outer Sydney Metro Contract 5,29231
Jun-2017,Employee,Outer Sydney Metro Contract 5,3170
Jun-2017,Free Travel,Outer Sydney Metro Contract 5,1334
Jun-2017,School Student,Outer Sydney Metro Contract 5,94659
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 5,130625
Jun-2017,Adult,Outer Sydney Metro Contract 6,85883
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 6,6594
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 6,4970
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 6,1274
Jun-2017,Child/Youth,Outer Sydney Metro Contract 6,20146
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 6,1818
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 6,2110
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 6,625
Jun-2017,Concession,Outer Sydney Metro Contract 6,15857
Jun-2017,Free Travel,Outer Sydney Metro Contract 6,1547
Jun-2017,School Student,Outer Sydney Metro Contract 6,73837
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 6,116721
Jun-2017,Adult,Outer Sydney Metro Contract 7,37459
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 7,3022
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 7,2158
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 7,1610
Jun-2017,Child/Youth,Outer Sydney Metro Contract 7,14856
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 7,1289
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 7,1108
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 7,696
Jun-2017,Concession,Outer Sydney Metro Contract 7,7610
Jun-2017,Free Travel,Outer Sydney Metro Contract 7,751
Jun-2017,School Student,Outer Sydney Metro Contract 7,106808
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 7,55630
Jun-2017,Adult,Outer Sydney Metro Contract 8,28345
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 8,1033
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 8,327
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 8,55
Jun-2017,Child/Youth,Outer Sydney Metro Contract 8,6507
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 8,128
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 8,21
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 8,9
Jun-2017,Concession,Outer Sydney Metro Contract 8,1752
Jun-2017,Free Travel,Outer Sydney Metro Contract 8,153
Jun-2017,School Student,Outer Sydney Metro Contract 8,54914
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 8,16459
Jun-2017,Adult,Outer Sydney Metro Contract 9,5678
Jun-2017,Adult Single Bus Trip 1,Outer Sydney Metro Contract 9,222
Jun-2017,Adult Single Bus Trip 2,Outer Sydney Metro Contract 9,105
Jun-2017,Adult Single Bus Trip 3,Outer Sydney Metro Contract 9,88
Jun-2017,Child/Youth,Outer Sydney Metro Contract 9,1687
Jun-2017,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 9,165
Jun-2017,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 9,23
Jun-2017,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 9,19
Jun-2017,Concession,Outer Sydney Metro Contract 9,491
Jun-2017,Free Travel,Outer Sydney Metro Contract 9,68
Jun-2017,School Student,Outer Sydney Metro Contract 9,17768
Jun-2017,Senior/Pensioner,Outer Sydney Metro Contract 9,3575
Jun-2017,Adult,Sydney Metro Contract 1,404992
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 1,20506
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 1,10876
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 1,876
Jun-2017,Child/Youth,Sydney Metro Contract 1,68761
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 1,5812
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 1,3982
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 1,329
Jun-2017,Concession,Sydney Metro Contract 1,62266
Jun-2017,Free Travel,Sydney Metro Contract 1,1374
Jun-2017,School Student,Sydney Metro Contract 1,225602
Jun-2017,Senior/Pensioner,Sydney Metro Contract 1,220501
Jun-2017,Adult,Sydney Metro Contract 10,268909
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 10,5354
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 10,1780
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 10,223
Jun-2017,Child/Youth,Sydney Metro Contract 10,44977
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 10,1494
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 10,664
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 10,76
Jun-2017,Concession,Sydney Metro Contract 10,37956
Jun-2017,Employee,Sydney Metro Contract 10,1
Jun-2017,Free Travel,Sydney Metro Contract 10,1286
Jun-2017,School Student,Sydney Metro Contract 10,161561
Jun-2017,Senior/Pensioner,Sydney Metro Contract 10,149684
Jun-2017,Adult,Sydney Metro Contract 12,98774
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 12,1012
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 12,371
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 12,27
Jun-2017,Child/Youth,Sydney Metro Contract 12,31537
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 12,368
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 12,181
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 12,2
Jun-2017,Concession,Sydney Metro Contract 12,13540
Jun-2017,Free Travel,Sydney Metro Contract 12,384
Jun-2017,School Student,Sydney Metro Contract 12,127847
Jun-2017,Senior/Pensioner,Sydney Metro Contract 12,35336
Jun-2017,Adult,Sydney Metro Contract 13,289933
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 13,8858
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 13,3742
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 13,413
Jun-2017,Child/Youth,Sydney Metro Contract 13,40736
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 13,1714
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 13,849
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 13,93
Jun-2017,Concession,Sydney Metro Contract 13,45985
Jun-2017,Free Travel,Sydney Metro Contract 13,1294
Jun-2017,School Student,Sydney Metro Contract 13,118236
Jun-2017,Senior/Pensioner,Sydney Metro Contract 13,193695
Jun-2017,Adult,Sydney Metro Contract 14,217785
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 14,948
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 14,970
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 14,1249
Jun-2017,Child/Youth,Sydney Metro Contract 14,39528
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 14,419
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 14,464
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 14,242
Jun-2017,Concession,Sydney Metro Contract 14,22709
Jun-2017,Free Travel,Sydney Metro Contract 14,334
Jun-2017,School Student,Sydney Metro Contract 14,74838
Jun-2017,Senior/Pensioner,Sydney Metro Contract 14,46610
Jun-2017,Adult,Sydney Metro Contract 15,75876
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 15,8833
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 15,3848
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 15,632
Jun-2017,Child/Youth,Sydney Metro Contract 15,21007
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 15,2760
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 15,1185
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 15,197
Jun-2017,Concession,Sydney Metro Contract 15,15990
Jun-2017,Free Travel,Sydney Metro Contract 15,717
Jun-2017,School Student,Sydney Metro Contract 15,60600
Jun-2017,Senior/Pensioner,Sydney Metro Contract 15,59487
Jun-2017,Adult,Sydney Metro Contract 2,104244
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 2,5002
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 2,2538
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 2,410
Jun-2017,Child/Youth,Sydney Metro Contract 2,18963
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 2,1267
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 2,812
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 2,124
Jun-2017,Concession,Sydney Metro Contract 2,22225
Jun-2017,Free Travel,Sydney Metro Contract 2,958
Jun-2017,School Student,Sydney Metro Contract 2,65058
Jun-2017,Senior/Pensioner,Sydney Metro Contract 2,88694
Jun-2017,Adult,Sydney Metro Contract 3,385955
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 3,18235
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 3,11895
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 3,1646
Jun-2017,Child/Youth,Sydney Metro Contract 3,71744
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 3,5232
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 3,3479
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 3,206
Jun-2017,Concession,Sydney Metro Contract 3,101862
Jun-2017,Free Travel,Sydney Metro Contract 3,1685
Jun-2017,School Student,Sydney Metro Contract 3,176259
Jun-2017,Senior/Pensioner,Sydney Metro Contract 3,271737
Jun-2017,Adult,Sydney Metro Contract 4,1194946
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 4,5456
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 4,3241
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 4,10612
Jun-2017,Child/Youth,Sydney Metro Contract 4,96642
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 4,1488
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 4,1022
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 4,1600
Jun-2017,Concession,Sydney Metro Contract 4,147030
Jun-2017,Free Travel,Sydney Metro Contract 4,2323
Jun-2017,School Student,Sydney Metro Contract 4,202738
Jun-2017,Senior/Pensioner,Sydney Metro Contract 4,203205
Jun-2017,Adult,Sydney Metro Contract 5,114682
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 5,4430
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 5,1226
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 5,32
Jun-2017,Child/Youth,Sydney Metro Contract 5,16016
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 5,913
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 5,308
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 5,16
Jun-2017,Concession,Sydney Metro Contract 5,14505
Jun-2017,Employee,Sydney Metro Contract 5,1
Jun-2017,Free Travel,Sydney Metro Contract 5,572
Jun-2017,School Student,Sydney Metro Contract 5,39762
Jun-2017,Senior/Pensioner,Sydney Metro Contract 5,107627
Jun-2017,Adult,Sydney Metro Contract 6,2611227
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 6,10593
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 6,4184
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 6,342
Jun-2017,Child/Youth,Sydney Metro Contract 6,124098
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 6,1707
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 6,685
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 6,59
Jun-2017,Concession,Sydney Metro Contract 6,308893
Jun-2017,Employee,Sydney Metro Contract 6,23489
Jun-2017,Free Travel,Sydney Metro Contract 6,5316
Jun-2017,School Student,Sydney Metro Contract 6,94043
Jun-2017,Senior/Pensioner,Sydney Metro Contract 6,670082
Jun-2017,Adult,Sydney Metro Contract 7,1622887
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 7,4525
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 7,3297
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 7,1471
Jun-2017,Child/Youth,Sydney Metro Contract 7,108564
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 7,714
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 7,651
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 7,172
Jun-2017,Concession,Sydney Metro Contract 7,137650
Jun-2017,Employee,Sydney Metro Contract 7,9925
Jun-2017,Free Travel,Sydney Metro Contract 7,3203
Jun-2017,School Student,Sydney Metro Contract 7,155754
Jun-2017,Senior/Pensioner,Sydney Metro Contract 7,344678
Jun-2017,Adult,Sydney Metro Contract 8,1399184
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 8,11549
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 8,7692
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 8,5714
Jun-2017,Child/Youth,Sydney Metro Contract 8,122614
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 8,2848
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 8,2131
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 8,1038
Jun-2017,Concession,Sydney Metro Contract 8,84566
Jun-2017,Employee,Sydney Metro Contract 8,11000
Jun-2017,Free Travel,Sydney Metro Contract 8,3222
Jun-2017,School Student,Sydney Metro Contract 8,166637
Jun-2017,Senior/Pensioner,Sydney Metro Contract 8,250600
Jun-2017,Adult,Sydney Metro Contract 9,3940423
Jun-2017,Adult Single Bus Trip 1,Sydney Metro Contract 9,12956
Jun-2017,Adult Single Bus Trip 2,Sydney Metro Contract 9,9291
Jun-2017,Adult Single Bus Trip 3,Sydney Metro Contract 9,914
Jun-2017,Child/Youth,Sydney Metro Contract 9,153495
Jun-2017,Child/Youth Single Bus Trip 1,Sydney Metro Contract 9,1729
Jun-2017,Child/Youth Single Bus Trip 2,Sydney Metro Contract 9,968
Jun-2017,Child/Youth Single Bus Trip 3,Sydney Metro Contract 9,105
Jun-2017,Concession,Sydney Metro Contract 9,369357
Jun-2017,Employee,Sydney Metro Contract 9,21676
Jun-2017,Free Travel,Sydney Metro Contract 9,6370
Jun-2017,School Student,Sydney Metro Contract 9,77588
Jun-2017,Senior/Pensioner,Sydney Metro Contract 9,741271
